I???CBoYO	10	9	1	5
I???CBo]O	10	10	1	4
I???CBoRO	10	9	1	4
I???CBoZO	10	10	1	4
I???CBo^O	10	11	1	3
I???CBoBo	10	9	0	2
I???CBoRo	10	10	1	3
I???CBoZo	10	11	1	3
I???CBo^o	10	12	1	2
I???CBoBw	10	10	0	1
I???C@w{?	10	9	0	3
I???C@w]?	10	9	0	1
I???C@w}?	10	10	0	2
I???C@wx?	10	9	0	5
I???C@w\?	10	9	0	3
I???C@w|?	10	10	0	4
I???C@w^?	10	10	0	2
I???C@w~?	10	11	0	3
I???C@wp_	10	9	0	4
I???C@wX_	10	9	0	5
I???C@wx_	10	10	0	4
I???C@w\_	10	10	0	4
I???C@w|_	10	11	0	3
I???C@w^_	10	11	0	3
I???C@w~_	10	12	0	2
I???CBw}?	10	11	0	1
I???CBw|?	10	11	0	3
I???CBw~?	10	12	0	2
I???CBwx_	10	11	0	4
I???CBw|_	10	12	0	3
I???CBw^_	10	12	0	3
I???CBw~_	10	13	0	2
I???CBw]O	10	11	1	3
I???CBw\O	10	11	1	4
I???CBw^O	10	12	1	3
I???CBwXo	10	11	1	4
I???CBw\o	10	12	1	3
I???CBw^o	10	13	1	2
I???C@{}?	10	11	0	3
I???C@{^?	10	11	0	1
I???C@{~?	10	12	0	2
I???C@{{_	10	11	0	4
I???C@{]_	10	11	0	3
I???C@{}_	10	12	0	3
I???C@{^_	10	12	0	2
I???C@{~_	10	13	0	2
I???CB{~?	10	13	0	1
I???CB{}_	10	13	0	2
I???CB{~_	10	14	0	1
I???CB{^O	10	13	1	2
I???CB{]o	10	13	1	2
I???CB{^o	10	14	1	1
I???C@}~?	10	13	0	2
I???C@}^_	10	13	0	1
I???C@}~_	10	14	0	1
I???CB}~_	10	15	0	0
I???CB}^o	10	15	1	0
I???EB?w?	10	7	0	1
I???EB?{?	10	8	0	2
I???EB?M?	10	7	0	3
I???EB?m?	10	8	0	3
I???EB?}?	10	9	0	2
I???EB?N?	10	8	0	3
I???EB?n?	10	9	0	2
I???EB?~?	10	10	0	1
I???EB?N_	10	9	0	2
I???EB?n_	10	10	0	1
I???EB?~_	10	11	0	0
I???EA_W?	10	6	0	3
I???EA_w?	10	7	0	2
I???EA_[?	10	7	0	4
I???EA_{?	10	8	0	3
I???EA_U?	10	7	0	4
I???EA_u?	10	8	0	4
I???EA_]?	10	8	0	4
I???EA_}?	10	9	0	4
I???EA_F?	10	7	0	4
I???EA_f?	10	8	0	4
I???EA_V?	10	8	0	4
I???EA_v?	10	9	0	4
I???EA_^?	10	9	0	4
I???EA_~?	10	10	0	3
I???EA_F_	10	8	0	4
I???EA_f_	10	9	0	4
I???EA_V_	10	9	0	4
I???EA_v_	10	10	0	3
I???EA_^_	10	10	0	3
I???EA_~_	10	11	0	2
I???EA_KO	10	7	1	4
I???EA_MO	10	8	1	4
I???EA_FO	10	8	0	4
I???EA_NO	10	9	1	4
I???EA_Fo	10	9	0	3
I???EA_No	10	10	1	3
I???EA_CW	10	7	0	3
I???EA_EW	10	8	0	4
I???EA_FW	10	9	0	3
I???EA_Fw	10	10	0	2
I???EB_w?	10	8	0	1
I???EB_s?	10	8	0	2
I???EB_{?	10	9	0	2
I???EB_u?	10	9	0	3
I???EB_m?	10	9	0	4
I???EB_}?	10	10	0	3
I???EB_f?	10	9	0	4
I???EB_v?	10	10	0	3
I???EB_N?	10	9	0	4
I???EB_n?	10	10	0	3
I???EB_~?	10	11	0	2
I???EB_F_	10	9	0	3
I???EB_f_	10	10	0	3
I???EB_v_	10	11	0	2
I???EB_N_	10	10	0	3
I???EB_n_	10	11	0	2
I???EB_~_	10	12	0	1
I???EB_KO	10	8	1	4
I???EB_EO	10	8	0	4
I???EB_MO	10	9	1	4
I???EB_FO	10	9	0	3
I???EB_NO	10	10	1	3
I???EB_Fo	10	10	0	2
I???EB_No	10	11	1	2
I???EB_Fg	10	10	0	2
I???EB_FW	10	10	0	2
I???EB_Fw	10	11	0	1
I???E?oo?	10	6	0	2
I???E?ow?	10	7	0	3
I???E?o{?	10	8	0	4
I???E?oq?	10	7	0	3
I???E?oi?	10	7	0	4
I???E?oy?	10	8	0	4
I???E?o}?	10	9	0	4
I???E?oB?	10	6	0	4
I???E?ob?	10	7	0	4
I???E?or?	10	8	0	4
I???E?oj?	10	8	0	4
I???E?oz?	10	9	0	4
I???E?o~?	10	10	0	4
I???E?oB_	10	7	0	4
I???E?ob_	10	8	0	4
I???E?or_	10	9	0	4
I???E?oj_	10	9	0	4
I???E?oz_	10	10	0	4
I???E?o~_	10	11	0	3
I???E?oKO	10	7	0	3
I???E?oIO	10	7	0	4
I???E?oMO	10	8	0	4
I???E?oBO	10	7	0	4
I???E?oJO	10	8	0	4
I???E?oNO	10	9	0	4
I???E?oBo	10	8	0	4
I???E?oJo	10	9	0	4
I???E?oNo	10	10	0	3
I???E?oAW	10	7	0	4
I???E?oBW	10	8	0	4
I???E?oBw	10	9	0	4
I???EAo[?	10	8	0	4
I???EAo{?	10	9	0	3
I???EAoY?	10	8	0	5
I???EAoy?	10	9	0	4
I???EAom?	10	9	0	3
I???EAo]?	10	9	0	5
I???EAo}?	10	10	0	4
I???EAoR?	10	8	0	5
I???EAor?	10	9	0	5
I???EAoj?	10	9	0	5
I???EAoZ?	10	9	0	5
I???EAoz?	10	10	0	5
I???EAoN?	10	9	0	5
I???EAon?	10	10	0	4
I???EAo^?	10	10	0	5
I???EAo~?	10	11	0	4
I???EAob_	10	9	0	5
I???EAoR_	10	9	0	4
I???EAor_	10	10	0	5
I???EAoJ_	10	9	0	5
I???EAoj_	10	10	0	5
I???EAoZ_	10	10	0	5
I???EAoz_	10	11	0	4
I???EAoN_	10	10	0	5
I???EAon_	10	11	0	4
I???EAo^_	10	11	0	4
I???EAo~_	10	12	0	3
I???EAoIO	10	8	1	5
I???EAoMO	10	9	1	5
I???EAoBO	10	8	0	5
I???EAoJO	10	9	1	5
I???EAoNO	10	10	1	5
I???EAoBo	10	9	0	4
I???EAoJo	10	10	1	4
I???EAoNo	10	11	1	4
I???EAoRG	10	9	1	4
I???EAoRg	10	10	1	3
I???EAoBw	10	10	0	3
I???EBo{?	10	10	0	2
I???EBoy?	10	10	0	3
I???EBo}?	10	11	0	3
I???EBor?	10	10	0	4
I???EBoz?	10	11	0	4
I???EBon?	10	11	0	4
I???EBo~?	10	12	0	3
I???EBor_	10	11	0	4
I???EBoj_	10	11	0	4
I???EBoz_	10	12	0	3
I???EBoN_	10	11	0	4
I???EBon_	10	12	0	3
I???EBo~_	10	13	0	2
I???EBoNO	10	11	1	4
I???EBoJo	10	11	1	3
I???EBoNo	10	12	1	3
I???E?ww?	10	8	0	4
I???E?wk?	10	8	0	4
I???E?w{?	10	9	0	5
I???E?wM?	10	8	0	2
I???E?wm?	10	9	0	3
I???E?w}?	10	10	0	4
I???E?wp?	10	8	0	4
I???E?wh?	10	8	0	5
I???E?wx?	10	9	0	5
I???E?wL?	10	8	0	4
I???E?wl?	10	9	0	5
I???E?w|?	10	10	0	5
I???E?wN?	10	9	0	3
I???E?wn?	10	10	0	4
I???E?w~?	10	11	0	4
I???E?w`_	10	8	0	5
I???E?wp_	10	9	0	4
I???E?wH_	10	8	0	5
I???E?wh_	10	9	0	5
I???E?wx_	10	10	0	5
I???E?wL_	10	9	0	5
I???E?wl_	10	10	0	5
I???E?w|_	10	11	0	4
I???E?wN_	10	10	0	4
I???E?wn_	10	11	0	4
I???E?w~_	10	12	0	3
I???E?wMO	10	9	0	3
I???E?wLO	10	9	0	4
I???E?wNO	10	10	0	3
I???E?w@o	10	8	0	5
I???E?wHo	10	9	0	5
I???E?wLo	10	10	0	4
I???E?wNo	10	11	0	3
I???E?wpG	10	9	0	3
I???E?w`g	10	9	0	4
I???E?wpg	10	10	0	3
I???EAw{?	10	10	0	4
I???EAwm?	10	10	0	2
I???EAw]?	10	10	0	4
I???EAw}?	10	11	0	3
I???EAwx?	10	10	0	5
I???EAwl?	10	10	0	4
I???EAw\?	10	10	0	6
I???EAw|?	10	11	0	5
I???EAwn?	10	11	0	3
I???EAw^?	10	11	0	5
I???EAw~?	10	12	0	4
I???EAwp_	10	10	0	5
I???EAwh_	10	10	0	6
I???EAwX_	10	10	0	5
I???EAwx_	10	11	0	5
I???EAwl_	10	11	0	5
I???EAw\_	10	11	0	5
I???EAw|_	10	12	0	4
I???EAwN_	10	11	0	4
I???EAwn_	10	12	0	4
I???EAw^_	10	12	0	4
I???EAw~_	10	13	0	3
I???EAwNO	10	11	1	4
I???EAwLo	10	11	1	4
I???EAwNo	10	12	1	3
I???EBw}?	10	12	0	2
I???EBw|?	10	12	0	4
I???EBw~?	10	13	0	3
I???EBwx_	10	12	0	4
I???EBw|_	10	13	0	3
I???EBwn_	10	13	0	3
I???EBw~_	10	14	0	2
I???EBwNo	10	13	1	2
I???E?{{?	10	10	0	5
I???E?{m?	10	10	0	4
I???E?{}?	10	11	0	4
I???E?{N?	10	10	0	2
I???E?{n?	10	11	0	3
I???E?{~?	10	12	0	3
I???E?{w_	10	10	0	4
I???E?{k_	10	10	0	5
I???E?{{_	10	11	0	4
I???E?{M_	10	10	0	4
I???E?{m_	10	11	0	4
I???E?{}_	10	12	0	3
I???E?{N_	10	11	0	3
I???E?{n_	10	12	0	3
I???E?{~_	10	13	0	2
I???E?{NO	10	11	0	2
I???E?{Mo	10	11	0	3
I???E?{No	10	12	0	2
I???EA{}?	10	12	0	4
I???EA{n?	10	12	0	2
I???EA{^?	10	12	0	4
I???EA{~?	10	13	0	3
I???EA{{_	10	12	0	4
I???EA{m_	10	12	0	4
I???EA{]_	10	12	0	4
I???EA{}_	10	13	0	3
I???EA{n_	10	13	0	3
I???EA{^_	10	13	0	3
I???EA{~_	10	14	0	2
I???EA{No	10	13	1	2
I???EB{~?	10	14	0	2
I???EB{}_	10	14	0	2
I???EB{~_	10	15	0	1
I???E?}}?	10	12	0	3
I???E?}n?	10	12	0	3
I???E?}~?	10	13	0	2
I???E?}N_	10	12	0	2
I???E?}n_	10	13	0	2
I???E?}~_	10	14	0	1
I???E?}No	10	13	0	1
I???EA}~?	10	14	0	2
I???EA}n_	10	14	0	2
I???EA}^_	10	14	0	2
I???EA}~_	10	15	0	1
I???EB}~_	10	16	0	0
I???E?p{?	10	9	1	5
I???E?py?	10	9	1	5
I???E?p}?	10	10	1	5
I???E?pr?	10	9	0	4
I???E?pj?	10	9	1	5
I???E?pz?	10	10	1	5
I???E?p~?	10	11	1	4
I???E?pb_	10	9	0	4
I???E?pr_	10	10	0	3
I???E?pj_	10	10	1	5
I???E?pz_	10	11	1	4
I???E?p~_	10	12	1	3
I???E?pMO	10	9	0	3
I???E?pJO	10	9	0	4
I???E?pNO	10	10	0	3
I???E?pBo	10	9	0	4
I???E?pJo	10	10	0	3
I???E?pNo	10	11	0	2
I???E?x{?	10	10	1	5
I???E?xm?	10	10	1	4
I???E?x}?	10	11	1	4
I???E?xx?	10	10	1	4
I???E?xl?	10	10	1	5
I???E?x|?	10	11	1	4
I???E?xN?	10	10	0	3
I???E?xn?	10	11	1	4
I???E?x~?	10	12	1	3
I???E?xp_	10	10	0	3
I???E?xh_	10	10	1	5
I???E?xx_	10	11	1	4
I???E?xL_	10	10	0	4
I???E?xl_	10	11	1	4
I???E?x|_	10	12	1	3
I???E?xN_	10	11	0	3
I???E?xn_	10	12	1	3
I???E?x~_	10	13	1	2
I???E?xNO	10	11	0	2
I???E?xLo	10	11	0	3
I???E?xNo	10	12	0	2
I???E?xpg	10	11	0	2
I???E?|}?	10	12	1	3
I???E?|n?	10	12	1	3
I???E?|~?	10	13	1	2
I???E?|{_	10	12	1	3
I???E?|m_	10	12	1	3
I???E?|}_	10	13	1	2
I???E?|N_	10	12	0	2
I???E?|n_	10	13	1	2
I???E?|~_	10	14	1	1
I???E?|NO	10	12	0	1
I???E?|Mo	10	12	0	2
I???E?|No	10	13	0	1
I???E?~~?	10	14	1	1
I???E?~n_	10	14	1	1
I???E?~~_	10	15	1	0
I???E?~No	10	14	0	0
I???FB_w?	10	9	0	0
I???FB_{?	10	10	0	1
I???FB_u?	10	10	0	3
I???FB_}?	10	11	0	2
I???FB_F?	10	9	0	3
I???FB_f?	10	10	0	3
I???FB_v?	10	11	0	2
I???FB_~?	10	12	0	1
I???FB_F_	10	10	0	2
I???FB_f_	10	11	0	2
I???FB_v_	10	12	0	1
I???FB_~_	10	13	0	0
I???FB_Fo	10	11	0	1
I???FB_EW	10	10	0	2
I???FB_FW	10	11	0	1
I???FB_Fw	10	12	0	0
I???FBO{?	10	10	0	2
I???FBOy?	10	10	0	3
I???FBOm?	10	10	0	4
I???FBO}?	10	11	0	3
I???FBOr?	10	10	0	4
I???FBOJ?	10	9	0	5
I???FBOj?	10	10	0	5
I???FBOz?	10	11	0	4
I???FBON?	10	10	0	5
I???FBOn?	10	11	0	4
I???FBO~?	10	12	0	3
I???FBOb_	10	10	0	5
I???FBOr_	10	11	0	4
I???FBOJ_	10	10	0	4
I???FBOj_	10	11	0	4
I???FBOz_	10	12	0	3
I???FBON_	10	11	0	4
I???FBOn_	10	12	0	3
I???FBO~_	10	13	0	2
I???FBOFo	10	11	1	3
I???FBOBW	10	10	0	3
I???FBOBw	10	11	0	2
I???FBo{?	10	11	0	1
I???FBoy?	10	11	0	2
I???FBo}?	10	12	0	2
I???FBoz?	10	12	0	3
I???FBov?	10	12	0	3
I???FBo~?	10	13	0	2
I???FBor_	10	12	0	3
I???FBoz_	10	13	0	2
I???FBof_	10	12	0	3
I???FBov_	10	13	0	2
I???FBo~_	10	14	0	1
I???FBoFO	10	11	1	3
I???FBoBo	10	11	0	2
I???FBoFo	10	12	1	2
I???FAW[?	10	9	0	5
I???FAW{?	10	10	0	4
I???FAW]?	10	10	0	5
I???FAW}?	10	11	0	4
I???FAWx?	10	10	0	4
I???FAWT?	10	9	0	6
I???FAWt?	10	10	0	5
I???FAW\?	10	10	0	6
I???FAW|?	10	11	0	5
I???FAW^?	10	11	0	6
I???FAW~?	10	12	0	5
I???FAWp_	10	10	0	6
I???FAWX_	10	10	0	5
I???FAWx_	10	11	0	5
I???FAWT_	10	10	0	6
I???FAWt_	10	11	0	6
I???FAW\_	10	11	0	6
I???FAW|_	10	12	0	5
I???FAW^_	10	12	0	5
I???FAW~_	10	13	0	4
I???FAWFO	10	10	1	4
I???FAWDo	10	10	1	5
I???FAWFo	10	11	1	4
I???FAW@w	10	10	0	4
I???FBW{?	10	11	0	3
I???FBWu?	10	11	0	3
I???FBWm?	10	11	0	4
I???FBW}?	10	12	0	3
I???FBWx?	10	11	0	4
I???FBWt?	10	11	0	4
I???FBWl?	10	11	0	5
I???FBW|?	10	12	0	4
I???FBWv?	10	12	0	4
I???FBWn?	10	12	0	5
I???FBW~?	10	13	0	4
I???FBWp_	10	11	0	5
I???FBWh_	10	11	0	6
I???FBWx_	10	12	0	5
I???FBWt_	10	12	0	5
I???FBWl_	10	12	0	5
I???FBW|_	10	13	0	4
I???FBWf_	10	12	0	5
I???FBWv_	10	13	0	4
I???FBWN_	10	12	0	5
I???FBWn_	10	13	0	4
I???FBW~_	10	14	0	3
I???FBWFO	10	11	1	4
I???FBWDo	10	11	1	4
I???FBWFo	10	12	1	3
I???FBw}?	10	13	0	2
I???FBw|?	10	13	0	3
I???FBw~?	10	14	0	3
I???FBwx_	10	13	0	4
I???FBw|_	10	14	0	3
I???FBwv_	10	14	0	3
I???FBw~_	10	15	0	2
I???F?[{?	10	10	0	4
I???F?[u?	10	10	0	5
I???F?[}?	10	11	0	4
I???F?[~?	10	12	0	3
I???F?[o_	10	9	0	4
I???F?[w_	10	10	0	3
I???F?[c_	10	9	0	6
I???F?[s_	10	10	0	5
I???F?[{_	10	11	0	4
I???F?[u_	10	11	0	4
I???F?[}_	10	12	0	3
I???F?[~_	10	13	0	2
I???F?[FO	10	10	0	2
I???F?[Eo	10	10	0	3
I???F?[Fo	10	11	0	2
I???FA[{?	10	11	0	4
I???FA[u?	10	11	0	5
I???FA[]?	10	11	0	6
I???FA[}?	10	12	0	5
I???FA[f?	10	11	0	3
I???FA[V?	10	11	0	5
I???FA[v?	10	12	0	4
I???FA[^?	10	12	0	5
I???FA[~?	10	13	0	4
I???FA[w_	10	11	0	4
I???FA[s_	10	11	0	6
I???FA[[_	10	11	0	5
I???FA[{_	10	12	0	5
I???FA[e_	10	11	0	5
I???FA[U_	10	11	0	6
I???FA[u_	10	12	0	5
I???FA[]_	10	12	0	5
I???FA[}_	10	13	0	4
I???FA[f_	10	12	0	4
I???FA[V_	10	12	0	5
I???FA[v_	10	13	0	4
I???FA[^_	10	13	0	4
I???FA[~_	10	14	0	3
I???FA[Fo	10	12	1	3
I???FB[}?	10	13	0	4
I???FB[v?	10	13	0	3
I???FB[n?	10	13	0	4
I???FB[~?	10	14	0	3
I???FB[{_	10	13	0	4
I???FB[u_	10	13	0	4
I???FB[m_	10	13	0	4
I???FB[}_	10	14	0	3
I???FB[v_	10	14	0	3
I???FB[n_	10	14	0	3
I???FB[~_	10	15	0	2
I???FB{~?	10	15	0	2
I???FB{}_	10	15	0	2
I???FB{~_	10	16	0	1
I???F?]{?	10	11	0	3
I???F?]u?	10	11	0	4
I???F?]}?	10	12	0	3
I???F?]f?	10	11	0	4
I???F?]v?	10	12	0	3
I???F?]~?	10	13	0	2
I???F?]F_	10	11	0	2
I???F?]f_	10	12	0	3
I???F?]v_	10	13	0	2
I???F?]~_	10	14	0	1
I???F?]Fo	10	12	0	1
I???FA]}?	10	13	0	4
I???FA]v?	10	13	0	4
I???FA]^?	10	13	0	4
I???FA]~?	10	14	0	3
I???FA]f_	10	13	0	3
I???FA]V_	10	13	0	4
I???FA]v_	10	14	0	3
I???FA]^_	10	14	0	3
I???FA]~_	10	15	0	2
I???FB]~?	10	15	0	2
I???FB]v_	10	15	0	2
I???FB]n_	10	15	0	2
I???FB]~_	10	16	0	1
I???FB}~_	10	17	0	0
I???F?\}?	10	12	1	3
I???F?\~?	10	13	1	2
I???F?\{_	10	12	1	3
I???F?\u_	10	12	1	3
I???F?\}_	10	13	1	2
I???F?\~_	10	14	1	1
I???F?\Fo	10	12	0	1
I???F?^}?	10	13	1	2
I???F?^v?	10	13	1	2
I???F?^~?	10	14	1	1
I???F?^f_	10	13	1	2
I???F?^v_	10	14	1	1
I???F?^~_	10	15	1	0
I???Fbo{?	10	12	0	0
I???Fbo}?	10	13	0	1
I???Fbor?	10	12	0	3
I???Fboz?	10	13	0	2
I???Fbo~?	10	14	0	1
I???Fbor_	10	13	0	2
I???Fboz_	10	14	0	1
I???Fbo~_	10	15	0	0
I???FboBw	10	13	0	0
I???Fbg{?	10	12	0	2
I???Fbgu?	10	12	0	3
I???Fbg}?	10	13	0	2
I???Fbgx?	10	12	0	3
I???Fbgt?	10	12	0	4
I???Fbg|?	10	13	0	3
I???Fbgv?	10	13	0	4
I???Fbg~?	10	14	0	3
I???Fbgp_	10	12	0	5
I???Fbgx_	10	13	0	4
I???Fbgt_	10	13	0	4
I???Fbg|_	10	14	0	3
I???Fbgf_	10	13	0	4
I???Fbgv_	10	14	0	3
I???Fbg~_	10	15	0	2
I???Fbw}?	10	14	0	1
I???Fbw|?	10	14	0	2
I???Fbw~?	10	15	0	2
I???Fbw|_	10	15	0	2
I???Fbwz_	10	15	0	2
I???Fbw~_	10	16	0	1
I???FbKm?	10	12	0	5
I???FbK}?	10	13	0	4
I???FbKN?	10	12	0	6
I???FbKn?	10	13	0	5
I???FbK~?	10	14	0	4
I???FbK{_	10	13	0	4
I???FbKi_	10	12	0	6
I???FbKy_	10	13	0	5
I???FbKm_	10	13	0	5
I???FbK}_	10	14	0	4
I???FbKN_	10	13	0	5
I???FbKn_	10	14	0	4
I???FbK~_	10	15	0	3
I???Fbk}?	10	14	0	3
I???Fbkz?	10	14	0	3
I???Fbkv?	10	14	0	4
I???Fbk~?	10	15	0	3
I???Fbk{_	10	14	0	3
I???Fbky_	10	14	0	4
I???Fbku_	10	14	0	4
I???Fbk}_	10	15	0	3
I???Fbkz_	10	15	0	3
I???Fbkv_	10	15	0	3
I???Fbk~_	10	16	0	2
I???Fb{~?	10	16	0	2
I???Fb{}_	10	16	0	2
I???Fb{~_	10	17	0	1
